,#,Boardgame,Min. Players,Max. Players,Playing Time,Complexity (BGG),Language,Type,Categories,Mechanisms,
,1,Sounds Fishy (2022),4,10,30 Min,1,Dutch,Party,Party Game,"Betting and Bluffing, Player Judge",
,1,Space Base (2018),2,5,60 Min,"2,13",English,Family,"Dice, Science Fiction, Space Exploration","Dice Rolling, Open Drafting, Random Production",
,1,Specter Ops (2015),2,5,60-120 Min,"2,39",,Strategy,"Deduction, Fighting, Miniatures, Science Fiction, Spies / Secret Agents","Dice Rolling, Grid Movement, Hidden Movement, Movement Points, Once-Per-Game Abilities, Secret Unit Deployment, Square Grid, Team-Based Game, Variable Player Powers",
,1,Speed Cups (2014),2,2,10 Min,"1,11",,Children's,"Action / Dexterity, Children's Game, Real-time",Pattern Building,
,1,Spicy (2020),2,6,15-20 Min,"1,31",Dutch,Party,"Animals, Bluffing, Card Game","Betting and Bluffing, Hand Management",
,2,Spirit Island (2017),1,4,90-120 Min,"4,08",,Strategy,"Environmental, Fantasy, Mythology, Territory Building","Action Retrieval, Area Majority / Influence, Automatic Resource Growth, Campaign / Battle Card Driven, Cooperative Game, Deck, Bag and Pool Building, Hand Management, Modular Board, Simultaneous Action Selection, Solo / Solitaire Game, Tags, Variable Player Powers, Variable Set-up",
,2,Splendor (2014),2,4,30 Min,"2,01",Dutch,Family,"Card Game, Economic, Renaissance","Contracts, open Drafting, Race, Set Collection",
,2,Splendor Duel (2022),2,2,30 Min,"2,01",Dutch,"Two-Player, Family","Card Game, Economic, Renaissance","Contracts, Open Drafting, Race, Set Collection",
,1,Splendor NL/EN (2024),2,4,30 Min,"1,78","Dutch, English, French, Spanish",Family,"Card Game, Economic, Renaissance","Contracts, Open Drafting, Race, Set Collection",
,1,Splitter (2021),1,12,15 Min,"1,09",,Family,,"Dice Rolling, Pattern Building",
,1,Splurt! (2018),2,99,5-15 Min,"1,33",,Party,"Party Game, Word Game",Pattern Recognition,
,1,Spokentrap (2003),2,4,10-15 Min,"1,09",Dutch,Children's,"Children's Game, Fantasy, Memory","Memory, Roll / Spin and Move",
,1,Spring Meadow (2018),1,4,15-60 Min,"1,83",Dutch,Family,"Abstract Strategy, Animals, Puzzle","Grid Coverage, Pattern Building, Tile Placement",
,1,Spyfall EN (2014),3,8,15 Min,"1,23",English,Party,"Bluffing, Deduction, Humor, Party Game, Spies / Secret Agents","Acting, Communication Limits, Memory, Role Playing, Roles with Asymmetric Information, Targeted Clues, Traitor Game, Voting",
,1,Spyfall NL (2014),3,8,15 Min,"1,23",Dutch,Party,"Bluffing, Deduction, Humor, Party Game, Spies / Secret Agents","Acting, Communication Limits, Memory, Role Playing, Roles with Asymmetric Information, Targeted Clues, Traitor Game, Voting",
,1,Star Wars Rebellion (2016),2,4,180-240 Min,"3,75",,Thematic,"Civil War, Movies / TV / Radio theme, Science Fiction, Space Exploration, Wargame","Area Majority / Influence, Area Movement, Card Play Conflict Resolution, Contracts, Delayed Purchase, Dice Rolling, Die Icon Resolution, Events, Hand Management, Hidden Movement, Income, Once-Per-Game-Abilities, Tags, Take That, Team-Based Game, Variable Player Powers, Variable Set-up, Worker Placement, Different Worker Types",
,1,Star Wars: Outer Rim (2019),1,4,120-180 Min,"2,59",English,Thematic,"Adventure, Exploration, Movies / TV / Radio theme, Science Fiction, Space Exploration","Dice Rolling, Die Icon Resolution, Modular Board, Narrative Choice / Paragraph, Pick-up and Deliver, Point to Point Movement, Race, Solo / Solitaire Game, Take That, Trading, Variable Player Powers",
,1,Star Wars: The Deckbuilding Game (2023),2,2,30 Min,"2,04",English,"Two-Player, Strategy","Card Game, Fighting, Movies / TV / Radio theme, Science Fiction","Deck, Bag and Pool Building, Open Drafting, Tug of War",
,1,Stay Cool (2019),3,7,25 Min,"1,04",Dutch,Party,"Party Game, Real-Time, Trivia",Real-Time,
,2,Stedenstrijd (2025),2,2,30-45 Min,"2,59",Dutch,"Two-Player, Strategy","Industry / Manufacturing, Political","Rondel, Sudden Death Ending, Tug of War",
,1,Stella: Dixit Universe (2021),3,6,30 Min,"1,16","Dutch, French",Party,"Card Game, Party Game","Deduction, Push Your Luck, Race Targeted Clues",
,1,Stenen Tijdperk,2,4,60-90 min,"2,46",Dutch,Strategy ,"Dice, Economics, Prehistoric","Contracts, Dice Rolling, End Game Bonuses, Set Collection, Turn Order: Progressive, Worker Placement",
,1,Stratego (1946),2,2,45 Min,"1,85",Dutch,"Two-Player, Abstract","Abstract Strategy, Bluffing, Deduction, Memory, Napoleonic, Wargame","Grid Movement, Memory, Secret Unit Deployment, Square Grid",
,1,Stroganov (2021),1,4,90 Min,"3,31",,Strategy,Exploration,"Action Points, Area Movement, Map Addition, Point to Point Movement, Set Collection, Solo / Solitaire Game, Turn Order: Claim Action, Worker Placement",
,1,Stuffed Fables (2018),2,4,60-90 Min,"2,46",English,Thematic,"Adventure, Animals, Exploration, Miniatures","Cooperative Game, Dice Rolling, Role Playing, Roll / Spin and Move, Scenario / Mission / Campaign Game, Square Grid, Storytelling, Variable Player Powers",
,1,Suburbia (2012),1,4,60-90 Min,"2,76",English,Strategy,"City Building, Economic","Auction: Dutch, Catch the Leader, End Game Bonuses, Hexagon Grid, Income, Open Drafting, Set Collection, Solo / Solitaire Game, Tile Placement",
,1,Suddenly Drunk,3,99,5-60 Min,1,,Party,"Card Game, Humor, Mature / Adult, Party Game",,
,1,Supercats (2019),3,6,10-15 Min,"1,09",,Party,"Action / Dexterity, Animals, Children's Game, Comic Book / Strip, Movies / TV / Radio theme, Party Game","Rock-Paper-Scissors, Simultaneous Action Selection",
,1,Survive the Island,2,5,45 min,"1,48","Dutch, French",Family,"Adventure, Fantasy, Mythology, Nautical","Action Points, Dice Rolling, Grid Movement, Map Reduction, Memory, Modular Board, Secret Unit Deployment, Take That",
,1,Sushi Go! (2013),2,5,15 Min,"1,16",Dutch,Family,"Card Game, Party Game","Closed Drafting, End Game Bonuses, Hand Management, Score-and-Reset Game, Set Collection, Simultaneous Action Selection",
,1,Sushi Go Party! (2016),2,8,20 Min,"1,32",Dutch,Family,"Card Game, Party Game","Closed Drafting, End Game Bonuses, Hand Management, Set Collection, Simultaneous Action Selection, Variable Set-up",
,1,Sushi Roll (2019),2,5,20 Min,"1,28",Dutch,Family,Dice,"Dice Rolling, Open Drafting, Re-rolling and Locking, Set Collection",
,2,Sylvion (2015),1,2,30 Min,"2,07",English,Strategy,"Animals, Card Game, Environmental, Fantasy","Card Play Conflict Resolution, Cooperative Game, Events, Grid Movement, Hand Management, Interrupts, Open Drafting, Solo / Solitaire Game",
,1,Taco Hat cake gift pizza (2021),2,8,10-15 Min,1,,Party,"Card Game, Children's Game, Educational, Party Game, Real-time",Pattern Recognition,
,1,Tak: A Beautiful Game (2017),2,2,20-60 Min,"2,44",English,"Two-Player, Abstract",Abstract Strategy,"Grid Movement, Network and Route Building, Square Grid",
,1,Take Time (2025),2,4,30 Min,"1,68",,Family,"Card Game, Puzzle","Communication Limits, Cooperative Game, Scenario / Mission / Campaign Game",
,1,Takenoko (2011),2,4,45 Min,"1,97",Dutch,Family,"Animals, Environmental, Farming, Territory Building","Action Points, Contracts, Dice Rolling, Die Icon Resolution, End Game Bonuses, Grid Movement, Hexagon Grid, Modular Board, Network and Route Building, Race, Set Collection, Tags, Tile Placement",
,1,Takenokolor (2024),2,4,20-30 Min,1,English,Family,"Animals, Environmental, Farming","Dice Rolling, Drawing, End Game Bonuses, Multiple Maps, Open Drafting, Paper-and-Pencil, Race, Turn Order: Progressive, Variable Set-up",
,1,Tales & Games: The Hare & the Tortoise (2011),2,5,15-20 Min,"1,36",,Family,"Animals, Card Game, Children's Game, Novel-based, Racing","Betting and Bluffing, Hand Management",
,1,Talisman: Revised 4th Edition (2007),2,6,90 Min,"2,17",,Thematic,"Adventure, Exploration, Fantasy, Fighting","Dice Rolling, Role Playing, Roll / Spin and Move, Take That, Variable Player Powers",
,1,Tapestry (2019),1,5,90-120 Min,"2,97",Dutch,Strategy,"Civilization, Territory Building","Area Majority / Influence, Card Play Conflict Resolution, Contracts, Dice Rolling, Die Icon Resolution, Events, Grid Coverage, Hand Management, Hexagon Grid, Income, Map Addition, Multiple Maps, Once-Per-Game Abilities, Open Drafting, Push Your Luck, Solo / Solitaire Game, Square Grid, Tags, Take That, Tech Trees / Tech Tracks, Tile Placement, Variable Player Powers, Variable Set-up",
,1,Targi (2012),2,2,60 Min,"2,34",Dutch,"Two-Player, Strategy","Arabian, Card Game","End Game Bonuses, Modular Board, Open Drafting, Set Collection, Square Grid, Turn Order: Progressive, Worker Placement",
,1,Tavernen van de oude stad (2019),2,4,60 Min,"2,69",Dutch,Strategy,"Card Game, Dice, Medieval","Deck, Bag, and Pool Building, Dice Rolling, Open Drafting, Turn Order: Progressive, Worker Placement, Worker Placement with Dice Workers",
,1,Tea Witches (2025),2,4,60-120 Min,"2,97",English,Strategy,Fantasy,"Push Your Luck, Tile Placement, Worker Placement",
,1,Terra (2014),2,6,45 Min,"1,5",Dutch,Family,"Educational, Trivia",Betting and Bluffing,
,1,Terraforming Mars (2016),1,5,120 Min,"3,27",English,Strategy,"Civilization, Economic, Environmental, Industry / Manufacturing, Science Fiction, Space Exploration, Territory Building","Closed Drafting, Contracts, End Game Bonuses, Hand Management, Hexagon Grid, Income, Solo / Solitaire Game, Tags, Take That, Tile Placement, Turn Order: Progressive, Variable Player Powers, Variable Set-up",
,1,Terraforming Mars: Ares Expedition (2021),1,4,45-60 Min,"2,92",Dutch,Strategy,"Card Game, Science Fiction, Space Exploration","End Game Bonuses, Follow, Hand Management, Income, Market, Multi-Use Cards, Set Collection, Simultaneous Action Selection, Solo / Solitaire Game, Tags, Tech Trees / Tech Tracks, Tile Placement, Track Movement, Variable Phase Order, Variable Player Powers, Variable Set-up",
,1,Terraforming Mars: The Dice Game (2023),1,4,45 Min,"2,43",Dutch,Strategy,"Dice, Economic, Science Fiction, Space Exploration","Contracts, Deck, Bag and Pool Building, Dice Rolling, Die Icon Resolution, End Game Bonuses, Hand Management, Hexagon Grid, Solo / Solitaire Game, Tile Placement",
,1,That's a Question! (2017),3,6,30 Min,"1,04",English,Party,Party Game,Voting,
,1,The Adventures of Robin Hood (2021),2,4,60 Min,"1,84",Dutch,Thematic,Medieval,"Cooperative Game, Scenario / Mission / Campaign Game, Storytelling",
,1,The Big Book of Madness (2015),2,5,60-90 Min,"2,69",English,Strategy,"Card Game, Fantasy","Cooperative Game, Deck, Bag, and Pool Building, Hand Management, Player Elimination,Variable Player Powers",
,1,The Binding of Isaac: Four Souls (2018),1,4,30-60 Min,"2,03",English,Strategy,"Card Game, Collectible Components, Horror, Negotiation, Video Game Theme","Alliances, Bribery, Dice Rolling, Hand Management, Income, Interrupts, Negotiation, Push Your Luck, Take That, Trading, Variable Player Powers",
,1,he Castles of Burgundy: Special Edition (2023),1,4,70-120 Min,"2,84",,Strategy,"Dice, Medieval, Territory Building","Dice Rolling, End Game Bonuses, Grid Movement, Set Collection, Solo / Solitaire Game, Team-Based Game, Tile Placement",
,1,The Castles of Burgundy (2011),2,4,30-90 Min,"2,97",English,Strategy,"Animals, Dice, Medieval, Territory Building","Delayed Purchase, Dice Rolling, End Game Bonuses, Grid Coverage, Hexagon Grid, Open Drafting, Pattern Building, Tile Placement, Track Movement, Turn Order: Stat-Based, Variable Set-up",
,1,The Chameleon (2017),3,8,15 Min,"1,05",English,Party,"Bluffing, Card Game, Deduction, Humor, Party Game, Word Game","Hidden Roles, Targeted Clues, Team-Based Game, Voting",
,1,The Climbers (2008),2,5,45 Min,"1,76","Dutch, French",Family,Abstract Strategy,"Modular Board, Race, Three Dimensional Movement, Tile Placement",
,1,The Colonists (2016),1,4,30-360,"4,07",,Strategy,Civilization,"Area Movement, Hand Management, Modular Board, Open Drafting, Solo / Solitaire Game, Tile Placement, Worker Placement",
,1,The Fox Experiment (2023),1,4,60 Min,"2,61",English,Strategy,"Animals, Dice","Dice Rolling, End Game Bonuses, Open Drafting, Solo / Solitaire Game, Turn Order: Claim Action",
,1,The Fox in the Forest Duet (2020),2,2,30 Min,"1,77",English,"Two-Player, Family","Animals, Card Game, Fantasy","Communication Limits, Cooperative Game, Hand Management, Map Reduction, Trick-Taking, Variable Set-up",
,1,The Game (2015),1,5,20 Min,"1,23",,Family,"Card Game, Number","Communication Limits, Cooperative Game, Hand Management, Solo / Solitaire Game",
,1,The Game Extreme (2016),1,5,20-30 Min,"1,32",,Family,"Card Game, Number","Cooperative Game, Hand Management",
,2,The Gang (2024),3,6,20 Min,"1,56",,Family,Card Game,"Communication Limits, Cooperative Game, Predictive Bid",
,1,The Great Split (2022),2,7,45 Min,"2,03",Dutch,Family,Card Game,"Closed Drafting, I Cut, You Choose, Neighbor Scope, Score-and-Reset Game, Simultaneous Action Selection, Tech Trees / Tech Tracks, Variable Set-up",
,1,The Hunger (2021),2,6,60 Min,"2,31",Dutch,Strategy,"Card Game, Horror","Contracts, Deck, Bag and Pool Building, End Game Bonuses, Increase Value of Unchosen Resources, Movement Points, Open Drafting, Push Your Luck, Set Collection, Track Movement, Turn Order: Stat-Based",
,1,The Island (1982),2,4,45-60 Min,"1,69",Dutch,Family,"Adventure, Animals, Bluffing, Nautical","Area Majority/Influence, Dice Rolling, Grid Movement, Hexagon Grid, Map Reduction, Memory, Modular Board, Movement Points, Secret Unit Deployment, Take That",
,1,The Isle of Cats (2019),1,4,60-90 Min,"2,36",English,Family,"Animals, Fantasy, Nautical, Pirates, Puzzle","Closed Drafting, Grid Coverage, Hidden Victory Points, Income, Open Drafting, Pattern Building, Set Collection, Solo / Solitaire Game, Square Grid, Tile Placement, Turn Order: Stat-Based",
,1,The King Is Dead: Second Edition (2020),2,4,30-45 Min,"2,17",,Strategy,"Medieval, Political, Wargame","Area Majority / Influence, Campaign / Battle Card Driven, Communication Limits, Hand Management, Map Reduction, Memory, Simulation, Stock Holding, Team-Based Game, Variable Set-up",
,1,The Last Banquet (2012),6,25,45 Min,"1,88",,Party,"Bluffing, Fantasy, Humor, Medieval, Party Game","Acting, Role Playing, Storytelling, Team-Based Game, Variable Player Powers",
,1,Dungeons & Dragons: The Legend of Drizzt Board Game (2011),1,5,60 Min,"2,59",,Thematic,"Adventure, Exploration, Fantasy, Fighting, Miniatures, Novel Based","Cooperative Game, Dice Rolling, Grid Movement, Modular Board, Role Playing, Scenario / Mission / Campaign Game, Solo / Solitaire Game, Variable Player Powers",
,1,The Lord of the Rings: Fate of the Fellowship (2025),1,5,60-150 Min,"3,08",,Thematic,"Fantasy, Novel-based","Action Points, Cooperative Game, Dice Rolling, Hand Management, Set Collection, Solo / Solitaire Game, Tags, Variable Player Powers",
,2,The Lord of the Rings: The Fellowship of the Ring – Trick-Taking Game (2025),1,4,20 Min,"1,95",English,Family,"Adventure, Card Game, Fantasy, Novel-based","Communication Limits, Cooperative Game, Scenario / Mission / Campaign Game, Trick-taking",
,1,The Mind (2018),2,4,20 Min,"1,07",Dutch,Party,"Card Game, Number","Communication Limits, Cooperative Game, Hand Management",
,1,The Resistance (2009),5,10,30 Min,"1,59",,Party,"Bluffing, Card Game, Deduction, Negotiation, Party Game, Print & Play, Science Fiction, Spies / Secret Agents","Hidden Roles, Memory, Roles with Asymmetric Information, Simultaneous Action Selection, Team-Based Game, Traitor Game, Voting",
,1,The Resistance: Avalon (2012),5,10,30 Min,"1,74",English,Party,"Bluffing, Card Game, Deduction, Fantasy, Medieval, Negotiation, Party Game, Spies / Secret Agents","Finale Ending, Hidden Roles, Roles with Asymmetric Information, Simultaneous Action Selection, Team-Based Game, Traitor Game, Variable Player Powers, Voting",
,1,The wolves (2022),2,5,75 Min,"2,82",,Strategy,"Animals, Territory Building","Area Majority / Influence, Grid Movement, Hexagon Grid, Modular Board, Take That, Variable Set-up",
,1,This War of Mine: The Board Game (2017),1,6,45-120 Min,"3,33",,Thematic,"Adventure, Exploration, Mature / Adult, Modern Warfare, Video Game Theme","Action Points, Cooperative Game, Dice Rolling, Events, Grid Movement, Narrative Choice / Paragraph, Push Your Luck, Role Playing, Scenario / Mission / Campaign Game, Simulation, Solo / Solitaire Game, Storytelling, Variable Player Powers, Worker Placement",
,1,Through the Ages: A New Story of Civilization (2015),2,4,120 Min,"4,44",,Strategy,"Card Game, Civilization, Economic","Action Points, Auction / Bidding, Auction: Dutch, Events, Income, Open Drafting, Player Elimination, Tags, Take That",
,1,Throw Throw Burrito (2019),2,6,15 Min,"1,1",English,Party,"Action / Dexterity, Card Game, Party Game","Real-Time, Set Collection, Take That",
,1,Thunderstone Quest (2018),2,4,60-90 Min,"2,89",,Strategy,"Card Game, Fantasy","Deck, Bag and Pool Building, Scenario / Mission / Campaign Game",
,1,Ticket to Ride: Amsterdam (2020),2,4,10-15 Min,"1,48",Dutch,Family,Trains,"Connections, Contracts, End Game Bonuses, Hand Management, Network and Route Building, Open Drafting, Set Collection",
,1,Ticket To Ride: Berlin (2023),2,4,10-15 Min,"1,61",English,Family,Trains,"Connections, Contracts, End Game Bonuses, Hand Management, Network and Route Building, Open Drafting, Push Your Luck, Set Collection",
,3,Ticket to Ride: Europe (2005),2,5,30-60 Min,"1,92",Dutch,Family,Trains,"Connections, Contracts, End Game Bonuses, Hand Management, Network and Route Building, Open Drafting, Push Your Luck, Set Collection",
,1,Ticket to Ride: Mijn Eerste Reis (2017),2,4,15-30 Min,"1,47",Dutch,Children's,"Children's Game, Trains","Hand Management, Network and Route Building, Set Collection",
,1,Ticket to Ride: New York (2018),2,4,10-15 Min,"1,26",Dutch,Family,Trains,"Hand Management, Network and Route Building, Open Drafting, Set Collection",
,1,Ticket to Ride: Rails & Sails (2016),2,5,60-120 Min,"1,7",,Family,"Nautical, Trains","Connections, Hand Management, Network and Route Building, Open Drafting, Set Collection",
,1,Ticket to Ride: San Francisco (2022),2,4,10-15 Min,"1,68",Dutch,Family,Trains,"Hand Management, Network and Route Building, Open Drafting, Set Collection",
,1,Tikal (1999),2,4,90 Min,"2,78",,Strategy,"Adventure, Ancient, Exploration, Territory Building","Action Points, Area Majority / Influence, Auction / Bidding, Events, Grid Movement, Hexagon Grid, Kill Steal, Layering, Map Addition, Modular Board, Set Collection, Tile Placement, Victory Points as a Resource, Zone of Control",
,1,T.I.M.E Stories (2015),2,4,90 Min,"2,59",,Thematic,"Adventure, Puzzle, Science Fiction","Cooperative Game, Dice Rolling, Move Through Deck, Narrative Choice / Paragraph, Storytelling, Variable Player Powers",
,1,Tiny Epic Kingdoms (2014),2,5,30-45 Min,"2,1",,Strategy,"Bluffing, Civilization, Fantasy, Fighting, Medieval, Print & Play","Action Drafting, Area Majority / Influence, Area Movement, Auction / Bidding, End Game Bonuses, Follow, Prisoner's Dilemma, Take That, Variable Phase Order, Variable Player Powers, Worker Placement",
,1,Tiny Towns EN (2019),1,6,45-60 Min,"2,07",English,Family,"Abstract Strategy, Animals, City Building, Puzzle","End Game Bonuses, Follow, Grid Coverage, Pattern Building, Player Elimination, Solo / Solitaire Game, Square Grid, Turn Order: Progressive, Variable Phase Order, Variable Player Powers, Variable Set-up",
,1,Tiny Towns NL (2019),1,6,45-60 Min,"2,07",Dutch,Family,"Abstract Strategy, Animals, City Building, Puzzle","End Game Bonuses, Follow, Grid Coverage, Pattern Building, Player Elimination, Solo / Solitaire Game, Square Grid, Turn Order: Progressive, Variable Phase Order, Variable Player Powers, Variable Set-up",
,1,Toffe Peren (2011),2,5,15 Min,"1,29",,Children's,"Children's Game, Memory, Number",Memory,
,1,Tokaido EN (2012),1,5,45 Min,"1,74",English,Family,Travel,"End Game Bonuses, Set Collection, Solo / Solitaire Game, Track Movement, Turn Order: Time Track, Variable Player Powers, Worker Placement",
,2,Tokaido NL (2012),1,5,45 Min,"1,74",Dutch,Family,Travel,"End Game Bonuses, Set Collection, Solo / Solitaire Game, Track Movement, Turn Order: Time Track, Variable Player Powers, Worker Placement",
,1,Trails (2021),2,4,20-40 Min,"1,86",,Family,"Adventure, Animals, Environmental, Travel","Contracts, End Game Bonuses, Modular Board, Set Collection, Track Movement, Worker Placement",
,1,Trans Europa (2005),2,6,20 Min,"1,41",English,Family,Trains,"Connections, Race, Score-and-Reset Game",
,1,Trekking Through History (2022),2,4,30-60 Min,"1,76",Dutch,Family,"Adventure, Educational","Multi-Use Cards, Open Drafting, Set Collection, Turn Order: Time Track",
,1,Trial by Trolley (2020),3,13,30-90 Min,"1,02",English,Party,"Mature / Adult, Party Game","Hand Management, Player Judge, Simultaneous Action Selection",
,1,Triggs (2022),2,4,20 Min,1,,Family,Card Game,Hand Management,
,1,Trinket Trove (2025),2,6,30 Min,"1,57",,Family,"Animals, Card Game","Open Drafting, Set Collection, Turn Order: Auction",
,1,Tsuro (2005),2,8,15-20 Min,"1,22",English,Family,Fantasy,"Hand Management, Network and Route Building, Player Elimination, Tile Placement",
,1,Tsuro of the Seas (2012),2,8,20-40 Min,"1,41",English,Family,"Abstract Strategy, Nautical","Dice Rolling, Hand Management, Network and Route Building, Player Elimination, Tile Placement",
,1,Tuki (2019),2,4,30-45 Min,"1,1",,Family,"Animals, Puzzle, Real-Time","Dice Rolling, Finale Ending, Pattern Building, Player Elimination, Race, Stacking and Balancing",
,1,Tungaru (2020),2,5,45-90 Min,"3,03",English,Strategy,"Civilization, Dice, Nautical","Area Majority / Influence, Area Movement, End Game Bonuses, Set Collection, Turn Order: Role Order, Worker Placement with Dice Workers",
,1,Tureluurs (2023),2,4,15-25 Min,"1,5",Dutch,Family,"Animals, Card Game, Environmental",Cooperative Game,
,1,Turing Machine (2022),1,4,20 Min,"2,51",Dutch,Strategy,"Deduction, Math, Spies / Secret Agents","Deduction, Solo / Solitaire game",
,1,Tzolk'in: The Mayan Calendar (2012),2,4,90 Min,"3,66",,Strategy,"Ancient, Civilization, Economic, Farming, Mythology","Bias, End Game Bonuses, Once-Per-Game Abilities, Track Movement, Turn Order: Claim Action, Worker Placement",
,1,Undaunted: Normandy (2019),2,2,45-60 Min,"2,26",English,"Two-Player, Strategy","Wargame, World War II","Deck, Bag, and Pool Building, Dice Rolling, Hand Management, Modular Board, Open Drafting, Scenario / Mission / Campaign Game, Simulation",
,1,Underwater Cities (2018),1,4,80-150 Min,"3,59",,Strategy,"Card Game, City Building, Industry / Manufacturing, Nautical, Science Fiction","End Game Bonuses, Hand Management, Income, Network and Route Building, Solo / Solitaire Game, Turn Order: Claim Action, Turn Order: Stat-Based, Worker Placement",
,1,UNDO: Cherry Blossom Festival (2019),2,6,45-90 Min,"1,21",,Thematic,"Adventure, Card Game, Deduction, Murder / Mystery","Cooperative Game, Storytelling",
,2,UNDO: Getekend door het Verleden (2019),2,6,45-90 Min,1,Dutch,Thematic,"Adventure, Card Game, Deduction, Murder / Mystery","Cooperative Game, Storytelling",
,1,Unfathomable (2021),3,6,120-240 Min,"3,12",English,Thematic,"Bluffing, Deduction, Fantasy, Horror, Novel-based","Area Movement, Hand Management, Hidden Roles, Team-Based Game, Traitor Game, Variable Player Powers",
,1,Unlock! Exotische avonturen (2018),1,6,60-90 Min,"2,2",Dutch,Thematic,"Card Game, Exploration, Puzzle, Real-time","Cooperative Game, Scenario / Mission / Campaign Game, Storytelling",
,1,Unlock! Heldhaftige avonturen (2018),1,6,60 Min,"2,24",Dutch,Thematic,"Card Game, Exploration, Puzzle, Real-time","Cooperative Game, Storytelling",
,1,Unlock! Kids: Detective Stories (2021),1,4,20-60 Min,"1,47",Dutch,Children's,"Card Game, Children's Game, Exploration, Puzzle, Real-time","Cooperative Game, Storytelling",
,1,Unlock!: Escape Adventure (2017),1,6,45-75 Min,"2,1",Dutch,Thematic,"Card Game, Puzzle","Cooperative Game, Elapsed Real Time Ending, Scenario / Mission / Campaign Game, Storytelling",
,1,Unlock!: Mythic Adventure (2020),1,6,60 Min,"2,18",Dutch,Thematic,"Card Game, Exploration, Mythology, Puzzle, Real-time","Cooperative Game, Pieces as Map, Real-time, Storytelling",
,1,Unlock!: Secret Adventure (2017),1,6,60 Min,"2,13",Dutch,Thematic,"Card Game, Exploration, Puzzle, Real-time","Cooperative Game, Storytelling",
,1,Unmatched: Cobble & Fog (2020),2,4,20-40 Min,"1,96",Dutch,Strategy,"Card Game, Fantasy, Fighting, Horror, Novel-based","Action Points, Card Play Conflict, Resolution, Hand Management, Line of Sight, Movement Points, Player Elimination, Point to Point Movement, Resource to Move, Team-Based Game, Variable Player Powers",
,1,Unmatched: Slings and arrows (2024),2,4,20-40 Min,"2,5",English,Strategy,"Card Game, Fantasy, Fighting","Action Points, Card Play Conflict Resolution, Hand Management, Line of Sight, Point to Point Movement, Team-Based Game, Variable Player Powers",
,1,Uno Deluxe (1971),2,10,30 Min,"1,1",,Family,"Card Game, Children's Game, Number","Hand Management, Lose a Turn, Matching, Take That",
,3,Unstable unicorns (2017),2,8,30-60 Min,"1,49",,Party,"Card Game, Humor, Party Game","Hand Management, Set Collection, Take That",
,1,Unstable Unicorns for Kids (2021),2,6,15-45 Min,1,,Children's,"Card Game, Children's Game, Fantasy","Hand Management, Take That",
,1,Unstable unicorns NSFW (2019),2,8,30-45,"1,55",,Party,"Card Game, Humor, Mature / Adult, Party Game","Hand Management, set Collection, Take That",
,1,Unusual Suspects (2015),3,16,20 Min,"1,09",Dutch,Party,"Card Game, Deduction, Murder / Mystery, Party Game","Communication Limits, Cooperative Game, Team-Based Game, Voting",
,1,Valse Motten (2011),3,5,30 Min,"1,16",,Party,"Action / Dexterity, Card Game",Hand Management,
,1,vampire empire (2012),2,2,30 Min,"2,15",,Strategy,"Bluffing, Card Game, Deduction, Fighting, Medieval",Hand Management,
,1,Vantage (2025),1,6,120-180 Min,"2,33",,Thematic,"Adventure, Exploration, Fantasy, Science Fiction","Cooperative Game, Dice Rolling, Die Icon Resolution, Narrative Choice / Paragraph, Scenario / Mission /  Campaign Game, Solo / Solitaire Game",
,1,Via Stracciatella (2017),2,4,20-30 Min,"1,71","Dutch, French",Family,Card Game,"Open Drafting, Set Collection, Turn Order: Time Track",
,1,Virtù (2022),2,5,60-150 Min,"3,99",Dutch,Strategy,Renaissance,"Action Retrieval, Area Majority / Influence, End Game Bonuses, Open Drafting, Point to Point Movement, Rondel",
,2,Virus! (2015),2,6,20 Min,"1,06",,Family,"Card Game, Medical","Hand Management, Set Collection, Take That",
,1,Vlooot (2024),2,4,35 Min,"2,07",Dutch,Family,"Adventure, Exploration, Puzzle, Territory Building","Modular Board, Network and Route Building, Once-Per-Game-Abilities, Tile Placement, Worker Placement",
,1,Vlotte Geesten (2010),2,8,20 Min,"1,13",,Family,"Action / Dexterity, Card Game, Children's Game, Real-time","Pattern Recognition, Speed Matching",
,1,Vlotte geesten junior (2018),2,6,15 Min,1,,Children's,"Action / Dexterity, Card Game, Children's Game, Real-time",Pattern Recognition,
,1,Vogel memory,2,4,15 Min,1,Dutch,Family,Animals,Memory,
,1,Vrijdag,1,1,25 Min,"2,15",Dutch,Strategy,"Adventure, Card Game, Fighting, Novel-based, Pirates, Print & Play","Deck, Bag and Pool Building, Delayed Purchase, Hand Management, Push Your Luck, Solo / Solitaire Game",
,1,Waka Waka (2012),2,4,45 Min,"1,86",Dutch,Family,"Card Game, Economic","Action Points, Contracts, Hand Management, Market, Memory, Set Collection, Track Movement",
,1,Warband: Against the Darkness (2015),2,5,60 Min,"2,93",,Strategy,"Fighting, Territory Building","Action Points, Area Majority / Influence, Set Collection",
,1,Wat Schets je Me nou? (2009),4,8,30 Min,"1,07",,Party,"Humor, Party Game, Real-time","Drawing, Paper-and-Pencil",
,1,Watergate (2019),2,2,30-60 Min,"2,28",Dutch,"Two-Player, Strategy","Card Game, Political","Action / Event, Campaign / Battle Card Driven, Connections, Hand Management, Once-Per-Game Abilities, Take That, Tug of War",
